放假了
我唯一青春里的路人
贝贝
白羊
成都
我喜欢上你时的内心活动
有何不可
这个年纪
不染
时间飞行
凉城
借我
说谎
断线
小半
戒烟
成全
非酋
过客
我们
喜欢
晚安
可乐
浮生
悟空
理想
陷阱
撒野（Cover：欸-61）
七月上
追光者
篝火旁
离人愁
水星记
小跳蛙
我要你
盗将行
生僻字
起风了
讲真的
不找了
不再联系
雅俗共赏
最佳歌手
打上花火
年少有为
岁月神偷
大千世界
寒鸦少年
云烟成雨
沙漠骆驼
需要人陪
我好想你
理想三旬
说散就散
南方姑娘
天空之城
好久不见
平凡之路
春风十里
往后余生
超越无限
我的天空
纸短情长（完整版）
Hard Road
蝴蝶的时间
最美的期待
追梦赤子心
其实都没有
红色高跟鞋
城南花已开
易燃易爆炸
后来的我们
跳舞的梵谷
全部都是你
皇帝的新衣 (Skr)
烟火里的尘埃
你在终点等我
你要的全拿走
祝你生日快乐
夜空中最亮的星
全世界谁倾听你 
关于郑州的记忆
北京东路的日子
爱了很久的朋友
山外小楼夜听雨
不开心就要消你呀
广东十年爱情故事
BINGBIAN病变（prod.jurrivh）
椿
Nevada (feat. Cozi Zuehlsdorff)
Wonderful U (Demo Version)
Look What You Made Me Do
The Hampster Dance Song
Something Just Like This
The truth that you leave
We Don't Talk Anymore
Es rappelt im Karton
生きていたんだよな
#Lov3 #Ngẫu Hứng
Five Hundred Miles
Freaks (Radio Edit)
Legends Never Die
Head Above Water
Despacito (Remix)
Waiting For Love
Intro: The Dawn
Breath and Life
i hate u i love u
Counting Stars
See You Again
Time (Official)
There For You
Take me hand
Flower Dance
Shape of You
Uptown Funk
A Little Story
Hall of Fame
The Phoenix
Dawn of us
Five Hours
HandClap
Butter-Fly
Schnappi
Go Time
PLANET
That Girl
Panama
Monody
My Soul
China-X
Friends
Lifeline
Lemon
Victory
Faded
Numb
JULY
Fade
Hello
Seve
RISE
Ei Ei
Intro
You
别
天份
绅士
最好
高尚
哑巴
暧昧
演员
刚刚好
我害怕
初学者
动物世界
像风一样
肆无忌惮
摩天大楼
火星人来过
你还要我怎样
我好像在哪见过你
那是你离开了北京的生活
还不是因为你长得不好看（Cover：July）
secret base ~君がくれたもの~ (10 years after Ver.)
无地自容
眼光里
靠近我
Don't Break My Heart
梦回唐朝
月梦
国际歌
飞翔鸟
杀死那个石家庄人
大石碎胸口
乌云典当记
秦皇岛
我不能随便说
一个假男子汉
没有人要我
我真的需要
明天
错误
小鸟
第七天
瘦人
天使
万家灯火
湖区
爱不爱我
回心转意
相信自己
大江东去
放手吧
满江红
烽火扬州路
破碎
荒原困兽
距离
陈胜吴广
祖先的阴影
完美夏天
梦缠绕的时候
采花
火车快开
伎俩
不回念
公路之歌
空隙
不
两个人的假期
西湖
黄金时代
Song F
南方
我的天使
浮出水面
超能力
少年
永远年轻
可可西里
慈悲
每次都想拥抱你
忘记我
自已的天堂
错觉
出发
三峰
我爱你亲爱的姑娘
给你的歌
乌鸦
翅膀
生活
就在这里
墓志铭
雁栖湖
窗外
不眠夜
她在等待
来自城市的幻想
不眠夜
普通孩子
这个夏天
进化之日
在阳光下
想入非非
穹顶之下
巴比伦之火
梦
锁
寻找
游
骄傲
如此孤独
支点 
醉
是这样
支点
别让梦醒来
泪
玫瑰
末时代
旅途
山水间
英雄梦
平行世界
晚安
茶底世界
秋城
如斯 
这世界只有你明白我
放不下
哪里都不想去
自己的世界
不完全果皮箱
在正常中永生
关于安乐死一篇文章摘要
相信白旗
永远的快乐
夜魔
怪异秀
火包胡同
你的模样
封存自己
镜子中
迷失北京
都别废话
不可抗拒
灵眼
你与我
城南游幻
Whalesong
My Exodus
Khan
Moby Dick
出发
47号公路
川流不息
黄金时间
兰州 兰州
清晨日暮
黄粱梦
十年所见
槐树街9号
觉醒
都一样
简单
种子
极乐世界
自觉
其乐世界
逝去的歌
内人广林
入梦令
惊惶
停不住
第八层地狱
Rust Inside
垂死的岁末
别让我孤单
不要说再见
自由面对
乌鸦少年
舞台的风
鸿鹄志
适者生存
相忘于江湖
一切尽在不言中
艺术男儿当自强
起飞
结果
融化
欲望
尘埃
只为灿烂的瞬间
青春是把上了膛的枪
夜幕下的通州
云景南大街
泪街
一起
鸟向
牧歌
危险
小鸟
我们走在大路上
五阴炽盛
累
逃
无法逃脱
爱着谁
随心所欲
苍蝇
革命摇滚
唱首情歌给你听
擦去眼泪
相对
乐此不疲
梅花弄
你也来了
长安
妈妈一起飞吧，妈妈一起摇滚吧
一个婚礼和一个葬礼
蝴蝶
冬天的树
每条伤心的大街
新青年
阳光灿烂的夜里
不归路
贤良
官封弼马温
贺兰山下
我是谁
走自己的路
新生
再见,再见
时代之梦
哪里是你的拥抱
阳光照进回忆里
湘靈鼓瑟
盲山
年
悟空
北京
泸沽湖
深海之光
黑夜传说
所有温暖止于你
在路上
所有你想要的
无题
一意孤行
闹海
AD For
时间门外
环形公路
火车驶向云外，梦安魂于九霄
明天
哑巴
优越的嘈杂
不速之客
飞行
追寻
无伤
摇滚青春
狗咬狗
一饮而尽
短路
旅人
给一个焦虑症的朋友
年轻诗人
蓝
逆流
还我蔚蓝
那四年
只有音乐才是我的解药
释你
与我同行
彩虹
星空
摇滚你的生活
这个时代的爱
蝴蝶
我无法停止幻想
迷恋
正午阳光
无处可去
我开始摇滚了
我与红梅
冬至
下雨回家唱歌
我所拥有的时间
杭盖
冰冷的墙
心蓝
无可救药
痛苦杀死我吧
杀无赦
弈秋 Afterimage of Autumn
我爱你
堕落
放开我
永恒的小夜曲
空虚的角落
对话
暗夜之灵
赤绫
完美世界
兄弟
乡愁
转身
凯歌 SONG OF TRIUMPH
朝歌 ANCIENT POEMS
刺客列传 OF DAGGERS AND MEN
轮回之海
云雾湾
在风暴的中央
弹着吉他的少年
灵猫 Spirit Of A Cat
贰：游园惊梦Wildest Dream of the Hero
冰封之月
鏖战
北纬66.34
向死而生
寄生前夜
在黑暗中前行
恋人未满
Beauty Up My Life
冰箱
H.B.O
Too Much
你还好不好
替我爱你
他就是他
别
忘记把你忘记
Remember
Belief
幸福留言
给我多一点
热带雨林
记得要忘记
围巾
爱我的资格
催眠术
I've Never Been To Me
美丽新世界
爱呢
Watch me shine
你快乐我随意
爱情的海洋
无可取代
Yes I Love You
Nothing Ever Changes
Woman In Love
魔力
手牵手
Always On My Mind
白色恋歌
天使在唱歌
我和幸福有约定
你好不好
Super Star
远方
北欧神话
半糖主义
河滨公园
I.O.I.O
长相思
落大雨
夏天的微笑
你太诚实
波斯猫
十面埋伏
他还是不懂
Only Lonely
找不到
五天四夜
安全感
Never Mind
茱罗记
一起开始的旅程
候鸟
痛快
别说对不起
我爱你
对号入座
斗牛士之歌
金钟罩铁布衫
大女人主义
不在场
保持微笑
有梦有朋友(Live) - live
分享(Live) - live
明天也要作伴(Live) - live
花都开好了
管不着
摩天轮
只是当时
不想长大
Super Model
不做你的朋友
天灰
月桂女神
绿洲
谢谢你让我爱过你
好人有好抱
神枪手
星星之火
不作你的朋友(Live) - live
还是会寂寞(Live) - live
She's The One(Live) - live
阴天(Live) - live
情人(Live) - live
爱很简单(Ella Solo)(Live) - live
触电
Ring Ring Ring
我们怎么了
紫藤花
Goodbye My Love
独唱情歌
星光
一眼万年
Ring Ring Ring(内地版)
只对你有感觉
怎么办(What To Do)
中国话
谢谢你的温柔
听袁惟仁弹吉他
五月天
借口
BOOM
再别康桥
伦敦大桥垮下来
说你爱我
好心情 Just be yourself
老婆
Always Open
五月天 (Live)
借口 (Live)
新窝
你是我心内的一首歌
蔷蔷之歌(想念版)
Mahal kita (老婆DEMO)
爱来过
最近还好吗
来不及
让自己亮起来
早安您好
我爱烦恼
宇宙小姐
沿海公路的出口
天亮了
比你贱
喜碧夫人时间
女孩当自强
安静了
我是火星人
612 星球
店小二
熬夜 DJ
月光手札
酸甜
FM S.H.E 台歌
七仔
七仔(粤)
离别曲
锁住时间
可爱万岁
魔力
我爱你
绿洲
YES I LOVE YOU
爱来过
夏天的微笑
金钟罩铁布衫
梦田
Shero
如果你是女孩
我爱雨夜花
两个人的荒岛
少了一个人
收留我
超可能
爱上你
你不会
爱就对了
Love?
To Hebe
离岛
没有管理员的公寓
我对不起我
我想我不会爱你
寂寞寂寞就好
你太猖狂
超级玛丽
给小孩
Love!
老唱盘
Dream a little dream(Hebe solo)(Live) - live
Wake me up before you go-go(Selina solo)(Live) - live
天使在唱歌(Intro)+金钟罩铁布衫+梦田(Live) - live
简单爱(Ella solo)(Live) - live
崇拜(Selina solo)(Live) - live
笑忘书(Hebe solo)(Live) - live
终结孤单+三天三夜(Live) - live
台语组曲：茶噢+妈妈请妳也保重+惜别的海岸+欢喜就好+熟女版S.H.E的初登场(Live) - live
Beauty Up My Life(Live) - live
乌托邦
要说什么
My Love
请你给我好一点的情敌
还是要幸福
魔鬼中的天使
无事生非
花花世界
影子的影子
你
你被写在我的歌里
爱我的每个人
梦
重作一个梦
爱的预告
坏女孩
我就是我
懂我再爱我
厚脸皮
爱像什么
你被写在我的歌里(室内乐版)
NTC
330(Demo) - demo
公主Selina(Demo) - demo
迫不及待
花又开好了
不说再见
心还是热的
亲爱的树洞
还我
明天的自己
那时候的树
像女孩的女人
后来后来
素描
遗憾
渺小
矛盾
终身大事
不醉不会
你快乐未必我快乐
这个人已经与我无关
你就不要想起我
无常
爱着爱着就永远
口袋的温度
青春是
迷路
热情
真的我
无解
看我的
3.1415
一人水一项
自选曲
平凡得可以
Big Girl
舞舞舞
致分手
时间会做的事
你是水作的
值得为你
有何不可
有事吗
你正常吗
差一点
信爱成瘾
浪费眼泪
想念自己
赖床
情书
30啊
Why not!
真的我
无解
姐
你曾是少年
小幸运
The Rose
看淡
最高的地方
来吧！冠军
日常
人间烟火
无用
身体都知道
念念有词
灵魂伴侣
余波荡漾
什么，哪里
慢舞
独善其身
永远都在
忘记把你忘记
Too Much
别
殊途
童真
浑身是劲
你好疯子
娃娃
美女与野兽
我的宝
最暖的忧伤
爱了很久的朋友
终于爱情
她很漂亮
幸福需要一点偏差
自己的房间
十七
天份
年少有为
盗将行
不染
往后余生
可能否
我们
起风了
星球坠落 (Live)
Everything I Need (Film Version)
圣诞夜
最美的期待
贝贝
竹 (Bamboo)
Way Back Home
飘向北方 (Live)
POP/STARS
往后余生
出山
倒数
纸短情长
卡路里
When It's Christmas
삐삐
可不可以
RISE
陷阱
GOOD NIGHT
侧脸
去年夏天
耳朵
给陌生的你听 
目不转睛
哑巴
Everything I Need
成全
摩天大楼
你要的全拿走
我要给世界最悠长的湿吻
R.
说书人
写给黄淮（demo）
只要平凡
时间飞行
Lover Boy 88
慢慢喜欢你
浪人琵琶
Ei Ei
醒着醉
世本常态
莫妮卡
The Way I Am
昨日青空
Change
爱了很久的朋友
佛系少女
喜新恋旧
学猫叫
Nightglow
忽而今夏
台北某个地方
光年之外 (热爱版)
Different World
一个人去巴黎
凌晨三点（demo）
心事
绝代风华
最暖的忧伤
38度6
买条街
戒烟 (Live)
青梅竹马
不开心就要消你呀
你是我最愚蠢的一次浪漫
一生等你
胡广生
姬和不如
小半 (Live)
双子
雾霭有时晴
沙文
小鹿乱撞
目不转睛 (Live)
Firewalking (Live)
寒鸦少年
你的前男友
遗书
Dawn of us
房间-新版
想你想你想我
我怀念的 (Live)
孤独她呀
你是年少的欢喜
Darkside
Natural
thank u, next
最美的遇见
庸人自扰
奴隶
Waste It On Me
刘可-寂寞才说爱 (DJ版)（泽亦龙 remix）
雪十郎 - 伤过的心
刘可-寂寞才说爱（抖音咕咚版）（东子陌 / 阮先生 remix）
往后余生不会再想你 (DJ何鹏版)
花粥-盗将行（咚鼓版）（颜妹 / 苏天伦 remix）
贺一航-原来占据你内心的人不是我(DJ晓凯 Remix)（DJ晓凯_Official Remix）
爱一点（咚鼓版）
木小雅 - 可能否（咚鼓版）（苏天伦 remix）
如果你爱上了别人请别告诉我DJ
千百顺 - 很任性(Remix)
唐古丶DJ阿远 - 你的过去我不介意(dj版)（谢子卫 remix）
罗曼蒂克的爱情 (DJ伟伟Mix)
最后我们没在一起 (DJ伟伟Mix)
心痛2013(DJ吴聪2012Remix) - remix
光明（Cover：汪峰）
徐小燕- 你爱上了别人别告诉我-( DJ荣仔Remix)
偷偷的哭
别把爱你的人弄丢了 (DJ何鹏版)
朴树-平凡之路DJ（啊栋Remix）
温柔与霸道 (DJ何鹏版)
夏日忧郁 (DJ版)
愿得一人心
黄勇-带着天真去流浪（Alex.x Remix） - Alex.x Extended Mix
苏月_月亮传奇(DJ小鱼儿RadioMix)
六哲 - 六哲-累了走了散了-DJ Fetters玖天MIX（六哲 remix）
轻轻吻 (DJ何鹏版)
旧的不去新的不来
萧全 / 孙语赛 - 不仅仅是喜欢（咚鼓版）（颜妹 / 苏天伦 remix）
丛铭君-听说（咚鼓版）（颜妹 / 苏天伦 remix）
夜色(Dj加快版)
逍遥 - 桃花运（Remix)
逃跑计划 - 夜空中最亮的星（Bootleg）（YT_Official remix）
没有你在真的好孤单(DJ何鹏)
天在下雨我在想你
李晓杰 - 朋友的酒(DJ小鱼儿 Remix)
-一百万个可能（弹鼓版）（苏亦枫 Remix）
寂寞的人 伤心的歌
最美遇见 (DJ伟伟Mix)
别丢下我不管 (咚鼓)
王大毛 - 去年夏天（咚鼓版）（苏天伦 remix）
听心 (DJ何鹏版)
哥哥送我一支穿云箭 (DJ何鹏版)
做你的爱人
逃不掉 (Remix 何鹏)
想你的夜我睡不着 (DJ何鹏版)
光辉岁月 (咚鼓版)
我不是无所谓 (DJ何鹏版)
离别的车站 (DJ版)
宝贝宝贝我爱你(DJ版)
想要的未来
放过自己（咚鼓版)
错过就错过（DJ 版）
听姐说(DJ版)
汪苏泷 / BY2 - 有点甜(DJ伟然Remix)（Six6_Official remix）
程响-江南月色（王展鹏 Remix）
平凡之路（DJ版）
杯中酒 情人旧 (DJ何鹏版)
走过路过别错过(DJ版)
想你的情歌 (DJ何鹏版)
冬天过了你再走 (DJ何鹏版)
多余的温柔 (DJ何鹏版)
惊不惊喜意不意外 (DJ何鹏版)
勇敢 勇敢 (DJ小鱼儿 Extended Mix)
我在想你 你在哪里 (DJ何鹏版)
你牛什么牛
张栋梁 - 当你孤单你会想起谁(酷嗨DJ晓凯2016Mix)（Six6_Official remix）
等她 (DJ阿远版)
太迟（咚鼓版）
我在安吉等你 (DJ何鹏版)
如果就这么老了 (DJ何鹏版)
爱如火焰 (DJ版)
我干了你随意-DJ版
怪我咯（咚鼓版）
预约 (DJ何鹏版Mix)
忍着痛 泪不掉 (DJ版)
DJ阿远 - 我想你想疯了DJ
秀场姑娘 (DJ何鹏ReMix)
中国最美是安吉 (DJ何鹏版)
女强人女汉子 (DJ版)
万人迷
你怎么说走就走 (DJ何鹏版)
想着你爱着你 (舞曲版)
我的掌心有你的温柔 (DJ何鹏版)
爷们别说累 (DJ何鹏版)
只想让你知道 (DJ何鹏版)
好好爱你每一天 (DJ何鹏版)
红尘知己 (DJ版)
说好一起到白头 (DJ何鹏 Remix)
我的幸福就是你 (DJ版)
一爱到老 (DJ何鹏版)
我是一个怕黑的女人 (DJ何鹏版)
如果爱我 (DJ何鹏版)
爱要有你才幸福 (DJ何鹏ReMix)
公虾米 (DJ何鹏版)
情歌里的你 (DJ何鹏版)
我的老婆在农村 (DJ何鹏版)
多余的温柔 (DJ何鹏版)
喝点小酒 (DJ何鹏版)
情火 (DJ何鹏版)
十八年 DJ版
习惯有你 (DJ何鹏 ReMix)
刘崇健 - 习惯一个人（咚鼓2017）象州DJ聪仔
天美地美中国美 (DJ版)
两个人的痛一个人背(Mix)
真心真意把你陪（DJ版）
我的老家在农村 (DJ何鹏版)
临洮姑娘花一样 (DJ版)
其实都没有 (咚鼓)
有人爱着你 (DJ何鹏版)
心痛的滋味谁能体会 (DJ何鹏版)
兄弟不含糊 (DJ何鹏版) 
你不在我身边 (DJ版)
给亲爱的老婆 (DJ何鹏版)
今天你嗨了么 (DJ版)
牛在飞 (DJ阿远版)
你是上天的礼物 (DJ版)
一边回忆一边哭 (DJ何鹏 ReMix)
此生无悔 (DJ版)
家家有本难念的经 (DJ版)
谁来珍惜我的爱
爱上一个爱吃醋的人
哥哥妹妹一起嗨(DJ版)
等不到的爱
男人没有错 (DJ何鹏版)
站在草原唱情歌 (DJ何鹏版)
辣妹子的爱(动动广场舞)
- 孤单坠爱（林音 remix）
傻女人 (DJ何鹏版)
不留痕迹 (DJ版)
凤凰展翅 K8 加快版(Dj)
给我一次疼你的机会(DJ版)
飞蛾扑火(舞曲DJ)
赶着马车去北京 (dj加快版)
一个女孩 (DJ版)
伤一次疼一辈子(DJ版)
一曲红尘 (DJ版)
囧架架
一个人的寂寞两个人的错(DJ版)
做你的爱人(DJ版)
藏爱 (DJ何鹏版)
爱上他(DJ版)
寂寞的夜(DJ版)
旅行(DJ版)
2016中文车载DJ
心痛2012(Dj版)
姑娘我爱上你 (DJ版)
男人的心伤不起 DJ版
中国火起来 (DJ版)
分手就分手
王冕 - 勉为其难DJ黑狼
我把爱情给丢了(DJ版)
无敌霸王枪
最幸福的人 DJ版
如果没有他你还爱我吗 DJ版
DJ建斌 - 2016全新高清中文嗨曲劲爆音乐串烧（DJ建斌 remix）
覆水难收
林中鸟 (DJ版)
逃 (DJ版)
做兄弟（DJ何鹏版）
爱情日记(DJ版)
别让爱变为伤害 DJ版
盗心贼 (DJ阿亮版)
江湖大道 (DJ版)
人生真滋味 (DjCola.Mix)
怎么回到从前(DJ舞曲版) - remix
桃花运 DJ版
都是兄弟 (DJ版)
最美的相遇 (DJ何鹏版)
把酒倒满(DJ小鱼儿Radio mix)
艺涛 - 夜色
性感不是骚(劲爆版)
为梦想 在路上 (DJ版)
时间告诉我 (DJ版)
别把疼爱你的人弄丢了
我要用心的告诉你
难道伤心是你给我的温柔 DJ版
爱到最后你却放手 (DJ伟然版) 
爱情专属权
刚刚好（DJ版）
新身不由己 DJ版
菊花爆满山
其实我很在乎你 (DJ版)
迷茫的爱
爱走了累累累
歌词
你就是我的彩虹(DJ版)
高夫 - 大雨还在下（Remix)
没有良心的女人
恨你恨到骨头里 DJ版
中文慢摇爱太深千纸鹤经典老歌曲
小三在偷偷的哭
江湖再见(DJ版)
差一步 (DJ小鱼儿Remix版)
说变就变了(DJ版)
刻骨的温柔(DJ版)
我做错了什么 DJ
亲爱的 我一直在想你(舞曲DJ)
一生中最爱的人
我不是一个好男人(DJ版)
天记得我们曾经爱过 DJ版
爱情里没有谁对谁错
小微你在何方(Dj版)
一个人的夜太孤单 - DJ版
伤了我还说爱我(DJ版)
唱尽恋人心 (咚鼓版)
让我牵起你的手(劲爆版)
再见广西 (咚鼓版)
对爱死了心(DJ版)
姑娘回回头 (DJ版)
破鞋子 (咚鼓版)
泪人 (DJ伟伟Mix)
别伤女人心(DJ伟伟Mix)
爱你迷失了自我
爱情好无奈 (RNB蓝调)
明明都是月亮的错 DJ版
贺一航 - 我们分手吧(Dj伟伟Mix)
就当你没来过 (DJ伟伟Mix)
打劫爱情 DJ版
不要你的花言巧语 DJ版
母鸡下蛋 重鼓改版(Dj舞曲)
爱情这杯酒谁喝都得醉
爱很美
冰河时代最新中文版
我永远是你的 DJ版
扎西哥哥
寂寞替身
如果爱情可以有沧海桑田
为爱守候
为爱流下的眼泪
偷了我的爱
我的爱情下了一场雪
小小新娘花
爱情错位
分手了还是朋友
天亮了分手吧
刺猬与玫瑰
不是说好不分手
吻别以后更寂寞
如果爱情是一场罪
月亮之上 自由飞翔 雷鬼舞曲版 - remix
溜溜的情歌 现代拉丁舞曲版 - remix
策马奔腾 桑巴舞曲版 - remix
荷塘月色 街舞舞曲版 - remix
我们的歌谣 萨尔萨舞曲版 - remix
最炫民族风-DJ版
别无所求（DJ版）
李白（DJ版）
男人花（DJ版）
南山南（DJ版）
天后（DJ版）
哪凉快哪儿呆
霸王泪
如果来生还能在一起
不了了之
曲终何必人散
格桑情歌
老鼠爱大米
江南(原唱：林俊杰)
痴心绝对
粉耗呆
爱你(原唱:王心凌)
手放开
你的微笑
挑动
看我72变
异想的甜蜜
爱爱爱
倔强男子
油门打开
玩腻
爱情买卖
就差钱
爱上你我傻乎乎
男人就是累
我爱的男人变了心
嫁人要嫁灰太狼
爱走了心碎了
罪过
变心玫瑰
Dj串烧
我们还是做朋友 - MC
Dj-专辑 - 加快版
你怎么舍得让我掉眼泪 - 加快
月光情人
扭一下
等你等了那么久
山里红
爱上辣妹
残留的温柔
这是确定
左情右爱
雪莲
我是真的为你哭了
醉红颜
如果爱情是一场罪
除了呼吸就是想你
谁是下一个哥
不该相遇的人
被伤过的心还可以爱谁
今夜不想睡
爱情买卖
下辈子再爱你
我的爱像大海
哥唱的是寂寞
如果你是我眼中的一滴泪
忘不掉的伤
是谁带走了你的心
离开你我好孤单
快乐的节奏
我到底算什么
最后一次选择
爱得太认真
我是真的真的爱你
春眠不觉晓
热播Rap苏荷气氛红翻天极品私货酒吧串烧
全中文经典金曲
全中文慢摇 吻和泪 DJ伤感情歌串烧
洒吧必备车载中英文串烧DJ舞曲
结束单身时代的情歌慢摇串烧
国粤语串烧嗨够一小时
苏格风格精选最爱RnB串烧
全中文包房新感觉新节奏慢摇舞曲
伤感情歌全中文弹爽CLUB慢摇串烧
全中文大气欢快CLUB慢摇串烧
车载精选全中文慢摇串烧
中英主打我的歌声里超嗨气氛包房热播CLUB串烧
舞厅热播中文伤感情歌串烧 一万个不愿意
精选中文情歌CLUB慢摇
精选混音精品串烧
中文慢摇DJ音乐串烧舞曲
中文慢摇DJ音乐
首首动听全新伤感车载慢摇DJ舞曲
中文DJ串烧 爱情摇一摇
经典慢摇DJ串烧歌曲
DJ串烧音乐
DJ中文串烧慢摇音乐舞曲
酒店包房流行热播全女声中文DJ慢摇串烧
精选经典流行主打CLUB慢摇串烧
全新中文主打Club因为爱情只是童话包房必备伤感慢摇串烧
全粤语中文DJ舞曲最爱金曲车载慢摇串烧
中文舒服低调精品专辑串烧
情感DJ音乐中文包房最新Club车载慢摇串烧
有你是荣幸中文国粤CLUB慢摇串烧
我亲爱的姑娘DJ热潮精品车载CD发烧碟慢摇串烧
中文情歌极爽对对碰高品质Club串烧
中文伤感情歌Club嗨曲包房必备慢摇串烧
中文CLUB音乐包房繁星点点DJ慢摇串烧
全中文CLUB音乐浪漫婚礼私人派对串烧
精选四大天王刘德华张学友顶级专辑珍藏版慢摇串烧
精选包房主打曲2013包房神曲慢摇串烧
全中文国语CLUB包房慢摇串烧
精选全中文国粤语听风的歌包房专嗨极品慢摇串烧
你把真心给了谁做了谁的宝贝Club包房慢摇串烧
主打至嗨中文Club跳舞专辑慢摇串烧
我不是一个好男人伤感音乐极品慢摇串烧大碟
DJ串烧音乐慢摇怀旧歌曲
岑溪DJ安仔 全中文粤语Club音乐劲爆车载慢摇串烧舞曲
岑溪DJ安仔 全中文国粤语Club音乐回顾当年不减动人dj串烧
岑溪DJ安仔 全中文国粤语Club音乐主打我们的纪念劲爆串烧
岑溪DJ安仔 全中文粤语Club音乐重温昔日经典流行慢摇串烧
岑溪DJ安仔 全中文国语Club音乐挑选恋人心伤感慢摇串烧
岑溪DJ安仔  2016全力炮制一百个放心国语慢摇音乐串烧
岑溪DJ安仔 全粤语Club音乐精选一首自己至愛经典慢揺串燒碟
 岑溪DJ安仔 全中文国粤语Club音乐主打一万个幸福慢揺串燒
小苹果(劲爆版)
小苹果(电音版)
小苹果(混音版)
爱就要爆灯(弹club)
风中赶路人(劲爆版)
感到幸福你就拍拍手(男女合唱)
我该忘记你吗(2014弹)
命中注定(麻电版)
恋恋女人香(劲爆版)
爱了为爱了为什么要离开(男女合唱慢摇)
吃喝嫖赌抽(慢摇)
对你爱不完(新混嗨版)
嗨出你的爱(慢嗨电音版)
寂寞的人伤心的歌(CLUB)
看走眼(劲爆版)
朋友的酒(CLUB)
情人(S.H.E)
甜蜜的伤口(劲弹酥电版)
下辈子也要找到你(劲爆版)
摇摆Style(混音版)
一亿个伤心(CLUB)
雨天是放声哭泣的时间(劲爆版)
追梦人(纯弹)
当(劲爆版)
心茫茫情茫茫(CLUB)
潮湿的心(CLUB)
我和我的小伙伴们都惊呆了(CLUB)
你说过爱我一万年 DJ版
你永远不懂 DJ版
偷心的小子 DJ版
最爱的人是你 DJ版
你到底爱不爱我 DJ版
个性的一面 DJ版
出山（Cover：花粥）
好像掉进爱情海里（Cover：群星）
人间不值得 (节奏版)
许嵩-十二（黑猫 remix）
十二（Cover：许嵩）
甜
光年之外（Cover：G.E.M.邓紫棋）
可不可以（Cover：张紫豪）
喜欢
浪人琵琶（Cover：叶洛洛）
起风了（Cover：买辣椒也用券）
盗将行【温柔女声(晚安曲)】（Cover：花粥）
